s.no,users,Portfolio 1,Portfolio 2,Portfolio 3,Portfolio 4,Portfolio 5
1,1231707073,HCLTECH.NS,HDFCBANK.NS,SUNPHARMA.NS,RELIANCE.NS,ITC.NS
